"ConstituencyCode","Constituency","CandidateCode","Candidate","Votes","Uncontested","elected","VotesN","Year"
"S28","CHING FAT","2","LAU CHI KIT","2,283",FALSE,FALSE,2283,2015
"S28","CHING FAT","3","LEE HON SAM","282",FALSE,FALSE,282,2015
"S28","CHING FAT","4","LAM CHUI LING NANCY","2,648*",FALSE,TRUE,2648,2015
"S29","CHEUNG ON","1","LAW KING SHING","2,359*",FALSE,TRUE,2359,2015
"S29","CHEUNG ON","2","WONG CHUN KIT","1,467",FALSE,FALSE,1467,2015
"S29","CHEUNG ON","3","HO CHI WAI","554",FALSE,FALSE,554,2015
"T01","LANTAU","1","YU HON KWAN(RANDY)","1,895*",FALSE,TRUE,1895,2015
"T01","LANTAU","2","LAU KING CHEUNG","653",FALSE,FALSE,653,2015
"T01","LANTAU","3","YUEN YUK WAH","727",FALSE,FALSE,727,2015
"T01","LANTAU","4","TAM SAU NGOR","486",FALSE,FALSE,486,2015
"T02","YAT TUNG ESTATE NORTH","1","LEUNG HON WAI(JIMMY)","900",FALSE,FALSE,900,2015
"T02","YAT TUNG ESTATE NORTH","2","TANG KA PIU","3,061*",FALSE,TRUE,3061,2015
"T03","YAT TUNG ESTATE SOUTH","1","LO KWONG SHING ANDY","2,001",FALSE,FALSE,2001,2015
"T03","YAT TUNG ESTATE SOUTH","2","KWOK PING","2,469*",FALSE,TRUE,2469,2015
"T04","TUNG CHUNG NORTH","1","FU HIU LAM SAMMI","1,929*",FALSE,TRUE,1929,2015
"T04","TUNG CHUNG NORTH","2","YU CHUN CHEUNG PETER","1,897",FALSE,FALSE,1897,2015
"T05","TUNG CHUNG SOUTH","1","WONG CHUN YEUNG","1,917",FALSE,FALSE,1917,2015
"T05","TUNG CHUNG SOUTH","2","CHOW HO DING HOLDEN","2,161*",FALSE,TRUE,2161,2015
"T06","DISCOVERY BAY","1","CHIU TAK WAI(FRANCIS)","860",FALSE,FALSE,860,2015
"T06","DISCOVERY BAY","2","YUNG WING SHEUNG AMY(AMY YUNG)","1,176*",FALSE,TRUE,1176,2015
"T06","DISCOVERY BAY","3","HU ZILIANG(JIMMY)","113",FALSE,FALSE,113,2015
"T07","PENG CHAU & HEI LING CHAU","*","TSANG SAU HO JOSEPHINE","Uncontested",TRUE,TRUE,0,2015
"T08","LAMMA & PO TOI","*","YU LAI FAN","Uncontested",TRUE,TRUE,0,2015
"T09","CHEUNG CHAU SOUTH","1","LAM KIT SING","460",FALSE,FALSE,460,2015
"T09","CHEUNG CHAU SOUTH","2","LEUNG KWOK HO","838",FALSE,FALSE,838,2015
"T09","CHEUNG CHAU SOUTH","3","KWONG KOON WAN","1,487*",FALSE,TRUE,1487,2015
"T10","CHEUNG CHAU NORTH","1","LEE KWAI CHUN","1,681*",FALSE,TRUE,1681,2015
"T10","CHEUNG CHAU NORTH","2","KWONG WAI KUEN","480",FALSE,FALSE,480,2015
