"ConstituencyCode","Constituency","CandidateCode","CandidateAlias","Votes","Uncontested","elected","VotesN","Year","Key","Candidate"
"M31","FAIRVIEW PARK","2","LEUNG WAI KWAN","144",FALSE,FALSE,144,2015,"M31_2","LEUNG WAI KWAN"
"M31","FAIRVIEW PARK","3","YAU TAI TAI","1,596",FALSE,FALSE,1596,2015,"M31_3","YAU TAI TAI"
"M32","SAN TIN","1","MAN KWONG MING","2,286*",FALSE,TRUE,2286,2015,"M32_1","MAN KWONG MING"
"M32","SAN TIN","2","MAN KWAI KI","1,193",FALSE,FALSE,1193,2015,"M32_2","MAN KWAI KI"
"M33","KAM TIN","*","TANG CHEUK YIN","Uncontested",TRUE,TRUE,0,2015,"M33_*","TANG CHEUK YIN"
"M34","PAT HEUNG NORTH","1","TANG CHI KWONG","1,471",FALSE,FALSE,1471,2015,"M34_1","TANG CHI KWONG"
"M34","PAT HEUNG NORTH","2","TANG YUNG YIU RONNIE","1,806*",FALSE,TRUE,1806,2015,"M34_2","TANG YUNG YIU RONNIE"
"M35","PAT HEUNG SOUTH","1","CHU HOI DICK EDDIE","1,482",FALSE,FALSE,1482,2015,"M35_1","CHU HOI DICK EDDIE"
"M35","PAT HEUNG SOUTH","2","LAI WAI HUNG","2,872*",FALSE,TRUE,2872,2015,"M35_2","LAI WAI HUNG"
"N01","LUEN WO HUI","1","LAW SAI YAN","1,981",FALSE,FALSE,1981,2015,"N01_1","LAW SAI YAN"
"N01","LUEN WO HUI","2","TSANG HING LUNG","2,640*",FALSE,TRUE,2640,2015,"N01_2","TSANG HING LUNG"
"N01","LUEN WO HUI","3","LIU MING KIN(ANDY)","413",FALSE,FALSE,413,2015,"N01_3","LIU MING KIN"
"N02","FANLING TOWN","1","WONG CHUN NING","826",FALSE,FALSE,826,2015,"N02_1","WONG CHUN NING"
"N02","FANLING TOWN","2","PANG CHUN SING GEORGE","1,403*",FALSE,TRUE,1403,2015,"N02_2","PANG CHUN SING GEORGE"
"N03","CHEUNG WAH","1","YIP YIU SHING CHRIS","1,569",FALSE,FALSE,1569,2015,"N03_1","YIP YIU SHING CHRIS"
"N03","CHEUNG WAH","2","CHAN YUK MING","1,814*",FALSE,TRUE,1814,2015,"N03_2","CHAN YUK MING"
"N03","CHEUNG WAH","3","WONG KA HO","1,710",FALSE,FALSE,1710,2015,"N03_3","WONG KA HO"
"N03","CHEUNG WAH","4","YUEN HOI WAI FEDER","178",FALSE,FALSE,178,2015,"N03_4","YUEN HOI WAI FEDER"
"N04","WAH DO","*","YIU MING","Uncontested",TRUE,TRUE,0,2015,"N04_*","YIU MING"
"N05","WAH MING","1","LAI SUM","1,814",FALSE,FALSE,1814,2015,"N05_1","LAI SUM"
"N05","WAH MING","2","CHAN WAI TAT","2,660*",FALSE,TRUE,2660,2015,"N05_2","CHAN WAI TAT"
"N06","YAN SHING","*","LAU KWOK FAN","Uncontested",TRUE,TRUE,0,2015,"N06_*","LAU KWOK FAN"
"N07","SHING FUK","*","WAN WO TAT WARWICK","Uncontested",TRUE,TRUE,0,2015,"N07_*","WAN WO TAT WARWICK"
"N08","FANLING SOUTH","1","HO SHU KWONG RAYMOND","1,824*",FALSE,TRUE,1824,2015,"N08_1","HO SHU KWONG RAYMOND"
"N08","FANLING SOUTH","2","WONG SING CHI","992",FALSE,FALSE,992,2015,"N08_2","WONG SING CHI"
"N09","CHING HO","*","LARM WAI LEUNG","Uncontested",TRUE,TRUE,0,2015,"N09_*","LARM WAI LEUNG"
"N10","YU TAI","1","TSANG KING CHUNG KENT","1,922*",FALSE,TRUE,1922,2015,"N10_1","TSANG KING CHUNG KENT"
"N10","YU TAI","2","SHEK FONG YAU","326",FALSE,FALSE,326,2015,"N10_2","SHEK FONG YAU"
"N10","YU TAI","3","HAU WING KONG ALVAN","672",FALSE,FALSE,672,2015,"N10_3","HAU WING KONG ALVAN"
"N11","SHEUNG SHUI RURAL","1","HAU KAM LAM","2,474",FALSE,FALSE,2474,2015,"N11_1","HAU KAM LAM"
"N11","SHEUNG SHUI RURAL","2","HAU FUK TAT SIMON","2,934*",FALSE,TRUE,2934,2015,"N11_2","HAU FUK TAT SIMON"
"N12","CHOI YUEN","1","SO SAI CHI","2,481*",FALSE,TRUE,2481,2015,"N12_1","SO SAI CHI"
"N12","CHOI YUEN","2","LEUNG KAM SHING CLARENCE RONALD","1,975",FALSE,FALSE,1975,2015,"N12_2","LEUNG KAM SHING CLARENCE RONALD"
"N13","SHEK WU HUI","1","LAU HON KIN","90",FALSE,FALSE,90,2015,"N13_1","LAU HON KIN"
"N13","SHEK WU HUI","2","WONG YUN KEUNG SIMON","1,760",FALSE,FALSE,1760,2015,"N13_2","WONG YUN KEUNG SIMON"
"N13","SHEK WU HUI","3","LAM CHEUK TING","2,390*",FALSE,TRUE,2390,2015,"N13_3","LAM CHEUK TING"
"N14","TIN PING WEST","1","POON TAK WING","1,445",FALSE,FALSE,1445,2015,"N14_1","POON TAK WING"
"N14","TIN PING WEST","2","WONG WANG TO","2,219*",FALSE,TRUE,2219,2015,"N14_2","WONG WANG TO"
"N14","TIN PING WEST","3","LEE CHING HEI","797",FALSE,FALSE,797,2015,"N14_3","LEE CHING HEI"
"N15","FUNG TSUI","1","YU MAN KWONG","981",FALSE,FALSE,981,2015,"N15_1","YU MAN KWONG"
"N15","FUNG TSUI","2","LIU KWOK WAH","1,460",FALSE,FALSE,1460,2015,"N15_2","LIU KWOK WAH"
"N15","FUNG TSUI","3","LIU HING HUNG","1,649*",FALSE,TRUE,1649,2015,"N15_3","LIU HING HUNG"
"N16","SHA TA","1","WAN WO FAI","2,307*",FALSE,TRUE,2307,2015,"N16_1","WAN WO FAI"
"N16","SHA TA","2","TSANG YUK ON","1,104",FALSE,FALSE,1104,2015,"N16_2","TSANG YUK ON"
"N16","SHA TA","3","CHEUNG KWAI CHOI","651",FALSE,FALSE,651,2015,"N16_3","CHEUNG KWAI CHOI"
"N16","SHA TA","4","CHU OI PING","111",FALSE,FALSE,111,2015,"N16_4","CHU OI PING"
"N17","TIN PING EAST","1","LAU KI FUNG","1,726*",FALSE,TRUE,1726,2015,"N17_1","LAU KI FUNG"
"N17","TIN PING EAST","2","OR SIN YI WINDY","1,567",FALSE,FALSE,1567,2015,"N17_2","OR SIN YI WINDY"
"N17","TIN PING EAST","3","YU CHI SHING PAUL","603",FALSE,FALSE,603,2015,"N17_3","YU CHI SHING PAUL"
"N18","QUEEN'S HILL","*","TANG KUN NIN TONY","Uncontested",TRUE,TRUE,0,2015,"N18_*","TANG KUN NIN TONY"
"P01","TAI PO HUI","1","LI KWOK YING","1,096*",FALSE,TRUE,1096,2015,"P01_1","LI KWOK YING"
"P01","TAI PO HUI","2","CHOY WING MUI MOLLY","865",FALSE,FALSE,865,2015,"P01_2","CHOY WING MUI MOLLY"
"P02","TAI PO CENTRAL","1","MUI SIU FUNG","1,444",FALSE,FALSE,1444,2015,"P02_1","MUI SIU FUNG"
"P02","TAI PO CENTRAL","2","AU CHUN WAH","1,866*",FALSE,TRUE,1866,2015,"P02_2","AU CHUN WAH"
"P02","TAI PO CENTRAL","3","MAN WAI KEUNG","384",FALSE,FALSE,384,2015,"P02_3","MAN WAI KEUNG"
"P03","CHUNG TING","1","LUI NOK","1,810",FALSE,FALSE,1810,2015,"P03_1","LUI NOK"
"P03","CHUNG TING","2","TAM WING FUN ERIC","1,881*",FALSE,TRUE,1881,2015,"P03_2","TAM WING FUN ERIC"
"P04","TAI YUEN","1","AU CHUN HO","1,334",FALSE,FALSE,1334,2015,"P04_1","AU CHUN HO"
"P04","TAI YUEN","2","CHENG CHUN PING","2,017*",FALSE,TRUE,2017,2015,"P04_2","CHENG CHUN PING"
"P05","FU HENG","1","WONG CHAU PAK","1,417",FALSE,FALSE,1417,2015,"P05_1","WONG CHAU PAK"
"P05","FU HENG","2","YAM MAN CHUEN","3,716*",FALSE,TRUE,3716,2015,"P05_2","YAM MAN CHUEN"
"P06","YEE FU","1","CHEUNG FUNG YIN","1,607",FALSE,FALSE,1607,2015,"P06_1","CHEUNG FUNG YIN"
"P06","YEE FU","2","YAM KAI BONG","4,148*",FALSE,TRUE,4148,2015,"P06_2","YAM KAI BONG"
"P07","FU MING SUN","1","KWAN WING YIP","3,147*",FALSE,TRUE,3147,2015,"P07_1","KWAN WING YIP"
"P07","FU MING SUN","2","CHAN YUNG WA","1,122",FALSE,FALSE,1122,2015,"P07_2","CHAN YUNG WA"
"P08","KWONG FUK & PLOVER COVE","1","WONG PIK KIU","2,248*",FALSE,TRUE,2248,2015,"P08_1","WONG PIK KIU"
"P08","KWONG FUK & PLOVER COVE","2","KWOK SHU YAN","363",FALSE,FALSE,363,2015,"P08_2","KWOK SHU YAN"
"P08","KWONG FUK & PLOVER COVE","3","CHOW BENJAMIN","779",FALSE,FALSE,779,2015,"P08_3","CHOW BENJAMIN"
"P09","WANG FUK","1","WOO KIN MAN CLEMENT","2,120*",FALSE,TRUE,2120,2015,"P09_1","WOO KIN MAN CLEMENT"
"P09","WANG FUK","2","MAN NIM CHI","1,570",FALSE,FALSE,1570,2015,"P09_2","MAN NIM CHI"
"P10","TAI PO KAU","*","CHAN SIU KUEN","Uncontested",TRUE,TRUE,0,2015,"P10_*","CHAN SIU KUEN"
"P11","WAN TAU TONG","1","CHENG WAI","2,123",FALSE,FALSE,2123,2015,"P11_1","CHENG WAI"
"P11","WAN TAU TONG","2","YU CHI WING(KEN)","2,711*",FALSE,TRUE,2711,2015,"P11_2","YU CHI WING"
"P12","SAN FU","1","KWOK WING KIN","2,064",FALSE,FALSE,2064,2015,"P12_1","KWOK WING KIN"
"P12","SAN FU","2","LO HIU FUNG","2,447*",FALSE,TRUE,2447,2015,"P12_2","LO HIU FUNG"
"P12","SAN FU","3","WU KAM FAI","129",FALSE,FALSE,129,2015,"P12_3","WU KAM FAI"
"P13","LAM TSUEN VALLEY","1","WAN YUK WING","374",FALSE,FALSE,374,2015,"P13_1","WAN YUK WING"
"P13","LAM TSUEN VALLEY","2","CHAN CHO LEUNG","2,468*",FALSE,TRUE,2468,2015,"P13_2","CHAN CHO LEUNG"
"P13","LAM TSUEN VALLEY","3","LAM CHUN CHEUNG","1,744",FALSE,FALSE,1744,2015,"P13_3","LAM CHUN CHEUNG"
"P14","PO NGA","1","CHOW YUEN WAI","2,683*",FALSE,TRUE,2683,2015,"P14_1","CHOW YUEN WAI"
"P14","PO NGA","2","WONG YUNG KAN","2,292",FALSE,FALSE,2292,2015,"P14_2","WONG YUNG KAN"
"P15","TAI WO","*","CHENG CHUN WO","Uncontested",TRUE,TRUE,0,2015,"P15_*","CHENG CHUN WO"
"P16","OLD MARKET & SERENITY","1","LAU YUNG WAI","2,170*",FALSE,TRUE,2170,2015,"P16_1","LAU YUNG WAI"
"P16","OLD MARKET & SERENITY","2","CHEUNG KWOK WAI","1,699",FALSE,FALSE,1699,2015,"P16_2","CHEUNG KWOK WAI"
"P17","HONG LOK YUEN","1","MAN CHEN FAI","1,132",FALSE,FALSE,1132,2015,"P17_1","MAN CHEN FAI"
"P17","HONG LOK YUEN","2","TANG MING TAI PATRICK","1,780*",FALSE,TRUE,1780,2015,"P17_2","TANG MING TAI PATRICK"
"P18","SHUEN WAN","*","LAU CHEE SING(DR.)","Uncontested",TRUE,TRUE,0,2015,"P18_*","LAU CHEE SING"
"P19","SAI KUNG NORTH","1","LI WAH KWONG REX","1,024*",FALSE,TRUE,1024,2015,"P19_1","LI WAH KWONG REX"
"P19","SAI KUNG NORTH","2","LEE KWAI YAU VICTOR","1,004",FALSE,FALSE,1004,2015,"P19_2","LEE KWAI YAU VICTOR"
"Q01","SAI KUNG CENTRAL","1","CHEUNG SZE KIT ALAN","843",FALSE,FALSE,843,2015,"Q01_1","CHEUNG SZE KIT ALAN"
"Q01","SAI KUNG CENTRAL","2","NG SZE FUK","1,723*",FALSE,TRUE,1723,2015,"Q01_2","NG SZE FUK"
"Q02","PAK SHA WAN","1","PO WAI MING","1,109",FALSE,FALSE,1109,2015,"Q02_1","PO WAI MING"
"Q02","PAK SHA WAN","2","HIEW MOO SIEW","1,539*",FALSE,TRUE,1539,2015,"Q02_2","HIEW MOO SIEW"
"Q03","SAI KUNG ISLANDS","*","LI KA LEUNG PHILIP","Uncontested",TRUE,TRUE,0,2015,"Q03_*","LI KA LEUNG PHILIP"
"Q04","HANG HAU EAST","1","LAU MAN CHOI NEWMAN","810",FALSE,FALSE,810,2015,"Q04_1","LAU MAN CHOI NEWMAN"
"Q04","HANG HAU EAST","2","LAU WAI CHEUNG PETER","962*",FALSE,TRUE,962,2015,"Q04_2","LAU WAI CHEUNG PETER"
"Q05","HANG HAU WEST","1","LUK SAU CHING","1,027",FALSE,FALSE,1027,2015,"Q05_1","LUK SAU CHING"
"Q05","HANG HAU WEST","2","YAU YUK LUN","1,397*",FALSE,TRUE,1397,2015,"Q05_2","YAU YUK LUN"
"Q06","PO YEE","1","TSE CHING FUNG","2,361*",FALSE,TRUE,2361,2015,"Q06_1","TSE CHING FUNG"
"Q06","PO YEE","2","NG SHUET SHAN","1,838",FALSE,FALSE,1838,2015,"Q06_2","NG SHUET SHAN"
"Q07","WAI KING","1","WONG SHING KWONG(JACK)","357",FALSE,FALSE,357,2015,"Q07_1","WONG SHING KWONG"
"Q07","WAI KING","2","CHAN KAI WAI","3,014*",FALSE,TRUE,3014,2015,"Q07_2","CHAN KAI WAI"
"Q08","DO SHIN","1","SO HO","572",FALSE,FALSE,572,2015,"Q08_1","SO HO"
"Q08","DO SHIN","2","MOK RUBY","617",FALSE,FALSE,617,2015,"Q08_2","MOK RUBY"
"Q08","DO SHIN","3","SHUEN PAK MAN ANDREW","531",FALSE,FALSE,531,2015,"Q08_3","SHUEN PAK MAN ANDREW"
"Q08","DO SHIN","4","CHEUNG CHIN PANG","1,216*",FALSE,TRUE,1216,2015,"Q08_4","CHEUNG CHIN PANG"
"Q09","KIN MING","1","CHAU KA LOK","710",FALSE,FALSE,710,2015,"Q09_1","CHAU KA LOK"
"Q09","KIN MING","2","LEUNG LI","3,719*",FALSE,TRUE,3719,2015,"Q09_2","LEUNG LI"
"Q10","CHOI KIN","1","NG JACOB","1,791",FALSE,FALSE,1791,2015,"Q10_1","NG JACOB"
"Q10","CHOI KIN","2","HO MAN KIT RAYMOND","2,873*",FALSE,TRUE,2873,2015,"Q10_2","HO MAN KIT RAYMOND"
"Q11","O TONG","1","AU YEUNG HO KWAN","1,314",FALSE,FALSE,1314,2015,"Q11_1","AU YEUNG HO KWAN"
"Q11","O TONG","2","LUI MAN KWONG","1,831*",FALSE,TRUE,1831,2015,"Q11_2","LUI MAN KWONG"
"Q11","O TONG","3","KO WING LUEN","1,036",FALSE,FALSE,1036,2015,"Q11_3","KO WING LUEN"
"Q12","FU KWAN","1","LUK PING CHOI","2,087*",FALSE,TRUE,2087,2015,"Q12_1","LUK PING CHOI"
"Q12","FU KWAN","2","LUI KIM HO(KIM)","1,671",FALSE,FALSE,1671,2015,"Q12_2","LUI KIM HO"
"Q12","FU KWAN","3","SHEK YUEN HON","43",FALSE,FALSE,43,2015,"Q12_3","SHEK YUEN HON"
"Q13","KWAN PO","1","LEE KWOK PUI","534",FALSE,FALSE,534,2015,"Q13_1","LEE KWOK PUI"
"Q13","KWAN PO","2","CHAN CHIN CHUN(CYRUS)","480",FALSE,FALSE,480,2015,"Q13_2","CHAN CHIN CHUN"
"Q13","KWAN PO","3","LEE SUN ANTONY","583",FALSE,FALSE,583,2015,"Q13_3","LEE SUN ANTONY"
"Q13","KWAN PO","4","WONG TIN YAU","487",FALSE,FALSE,487,2015,"Q13_4","WONG TIN YAU"
"Q13","KWAN PO","5","LAI MING CHAK","784*",FALSE,TRUE,784,2015,"Q13_5","LAI MING CHAK"
"Q14","NAM ON","1","CHAU YIN MING FRANCIS","3,359*",FALSE,TRUE,3359,2015,"Q14_1","CHAU YIN MING FRANCIS"
"Q14","NAM ON","2","YU KAI CHUN","985",FALSE,FALSE,985,2015,"Q14_2","YU KAI CHUN"
"Q15","HONG KING","1","CHAN KIN CHUN KEN","2,446",FALSE,FALSE,2446,2015,"Q15_1","CHAN KIN CHUN KEN"
"Q15","HONG KING","2","LAM SIU CHUNG FRANKIE","3,274*",FALSE,TRUE,3274,2015,"Q15_2","LAM SIU CHUNG FRANKIE"
"Q16","TSUI LAM","1","CHAN YUEN PAN","1,396",FALSE,FALSE,1396,2015,"Q16_1","CHAN YUEN PAN"
"Q16","TSUI LAM","2","TAM LANNY","3,051*",FALSE,TRUE,3051,2015,"Q16_2","TAM LANNY"
"Q17","PO LAM","1","AU NING FAT ALFRED","2,446*",FALSE,TRUE,2446,2015,"Q17_1","AU NING FAT ALFRED"
"Q17","PO LAM","2","WONG LOK YIN(ROCKY)","779",FALSE,FALSE,779,2015,"Q17_2","WONG LOK YIN"
"Q17","PO LAM","3","CHEUNG CHI TUNG","913",FALSE,FALSE,913,2015,"Q17_3","CHEUNG CHI TUNG"
"Q18","YAN YING","1","YEUNG HO CHUEN(HARRIS)","1,007",FALSE,FALSE,1007,2015,"Q18_1","YEUNG HO CHUEN"
"Q18","YAN YING","2","CHUNG KAM LUN(BEN)","3,283*",FALSE,TRUE,3283,2015,"Q18_2","CHUNG KAM LUN"
"Q18","YAN YING","3","LIU TSZ CHUNG MICHAEL","1,229",FALSE,FALSE,1229,2015,"Q18_3","LIU TSZ CHUNG MICHAEL"
"Q19","WAN HANG","1","SUN WAI KEI","2,313",FALSE,FALSE,2313,2015,"Q19_1","SUN WAI KEI"
"Q19","WAN HANG","2","FAN GARY KWOK WAI","3,104*",FALSE,TRUE,3104,2015,"Q19_2","FAN GARY KWOK WAI"
"Q19","WAN HANG","3","LAI TZE WAH","117",FALSE,FALSE,117,2015,"Q19_3","LAI TZE WAH"
"Q20","KING LAM","1","WAN KAI MING","2,878*",FALSE,TRUE,2878,2015,"Q20_1","WAN KAI MING"
"Q20","KING LAM","2","LAM WING YIN","2,707",FALSE,FALSE,2707,2015,"Q20_2","LAM WING YIN"
"Q21","HAU TAK","1","LING MAN HOI","2,679*",FALSE,TRUE,2679,2015,"Q21_1","LING MAN HOI"
"Q21","HAU TAK","2","TSANG HO MAN","2,261",FALSE,FALSE,2261,2015,"Q21_2","TSANG HO MAN"
"Q22","FU NAM","1","CHAN YIU MING","2,113",FALSE,FALSE,2113,2015,"Q22_1","CHAN YIU MING"
"Q22","FU NAM","2","CHAN POK CHI","2,207*",FALSE,TRUE,2207,2015,"Q22_2","CHAN POK CHI"
"Q23","TAK MING","*","WAN YUET CHEUNG","Uncontested",TRUE,TRUE,0,2015,"Q23_*","WAN YUET CHEUNG"
"Q24","SHEUNG TAK","1","CHOI KIN CHING(CHOI CHUN HIU)","650",FALSE,FALSE,650,2015,"Q24_1","CHOI KIN CHING"
"Q24","SHEUNG TAK","2","KAN SIU KEI","2,978*",FALSE,TRUE,2978,2015,"Q24_2","KAN SIU KEI"
"Q24","SHEUNG TAK","3","WONG FAI","1,662",FALSE,FALSE,1662,2015,"Q24_3","WONG FAI"
"Q25","KWONG MING","1","SHI HAU KIT SIMON","777",FALSE,FALSE,777,2015,"Q25_1","SHI HAU KIT SIMON"
"Q25","KWONG MING","2","CHOI MING HEI","1,055",FALSE,FALSE,1055,2015,"Q25_2","CHOI MING HEI"
"Q25","KWONG MING","3","CHONG YUEN TUNG","3,373*",FALSE,TRUE,3373,2015,"Q25_3","CHONG YUEN TUNG"
"Q26","WAN PO NORTH","1","CHUI TING PONG","665",FALSE,FALSE,665,2015,"Q26_1","CHUI TING PONG"
"Q26","WAN PO NORTH","2","FONG KWOK SHAN CHRISTINE","2,667*",FALSE,TRUE,2667,2015,"Q26_2","FONG KWOK SHAN CHRISTINE"
"Q27","WAN PO SOUTH","1","CHEUNG MEI HUNG","2,188*",FALSE,TRUE,2188,2015,"Q27_1","CHEUNG MEI HUNG"
"Q27","WAN PO SOUTH","2","WU CHEUK HIM","539",FALSE,FALSE,539,2015,"Q27_2","WU CHEUK HIM"
"R01","SHA TIN TOWN CENTRE","1","WONG CHI YUNG(ALF WONG)","1,328",FALSE,FALSE,1328,2015,"R01_1","WONG CHI YUNG"
"R01","SHA TIN TOWN CENTRE","2","WAI HING CHEUNG","2,759*",FALSE,TRUE,2759,2015,"R01_2","WAI HING CHEUNG"
"R02","LEK YUEN","1","WONG YUE HON","1,799*",FALSE,TRUE,1799,2015,"R02_1","WONG YUE HON"
"R02","LEK YUEN","2","WONG HO MING","1,406",FALSE,FALSE,1406,2015,"R02_2","WONG HO MING"
"R03","WO CHE ESTATE","1","YUE SHIN MAN ANNA(ANNA)","2,495*",FALSE,TRUE,2495,2015,"R03_1","YUE SHIN MAN ANNA"
"R03","WO CHE ESTATE","2","LEE WAI FUNG(DECO)","1,602",FALSE,FALSE,1602,2015,"R03_2","LEE WAI FUNG"
"R03","WO CHE ESTATE","3","LEE TAK WAH","1,185",FALSE,FALSE,1185,2015,"R03_3","LEE TAK WAH"
"R04","CITY ONE","*","WONG KA WING","Uncontested",TRUE,TRUE,0,2015,"R04_*","WONG KA WING"
"R05","YUE SHING","*","LEUNG KA FAI","Uncontested",TRUE,TRUE,0,2015,"R05_*","LEUNG KA FAI"
"R06","WONG UK","1","LEUNG CHI WAI","1,936",FALSE,FALSE,1936,2015,"R06_1","LEUNG CHI WAI"
"R06","WONG UK","2","LAI TSZ YAN","2,111*",FALSE,TRUE,2111,2015,"R06_2","LAI TSZ YAN"
"R07","SHA KOK","1","CHAN BILLY SHIU YEUNG","2,627*",FALSE,TRUE,2627,2015,"R07_1","CHAN BILLY SHIU YEUNG"
"R07","SHA KOK","2","YEUNG SIN HUNG","2,437",FALSE,FALSE,2437,2015,"R07_2","YEUNG SIN HUNG"
"R08","POK HONG","1","CHIU CHU PONG","2,859*",FALSE,TRUE,2859,2015,"R08_1","CHIU CHU PONG"
"R08","POK HONG","2","CHAN KWOK TIM","2,666",FALSE,FALSE,2666,2015,"R08_2","CHAN KWOK TIM"
"R09","JAT MIN","1","CHAU PING HIM","541",FALSE,FALSE,541,2015,"R09_1","CHAU PING HIM"
"R09","JAT MIN","2","YIP KA MING MICHAEL","1,050",FALSE,FALSE,1050,2015,"R09_2","YIP KA MING MICHAEL"
"R09","JAT MIN","3","YAU MAN CHUN","3,221*",FALSE,TRUE,3221,2015,"R09_3","YAU MAN CHUN"
"R10","CHUN FUNG","1","LEUNG KA WAI","1,578",FALSE,FALSE,1578,2015,"R10_1","LEUNG KA WAI"
"R10","CHUN FUNG","2","CHAN NOK HANG","3,724*",FALSE,TRUE,3724,2015,"R10_2","CHAN NOK HANG"
"R11","SUN TIN WAI","1","LI LOK YAN","1,488",FALSE,FALSE,1488,2015,"R11_1","LI LOK YAN"
"R11","SUN TIN WAI","2","CHING CHEUNG YING","2,455*",FALSE,TRUE,2455,2015,"R11_2","CHING CHEUNG YING"
"R12","CHUI TIN","1","HUI YUI YU","2,048*",FALSE,TRUE,2048,2015,"R12_1","HUI YUI YU"
"R12","CHUI TIN","2","WONG CHAK PIU PHILIP","1,675",FALSE,FALSE,1675,2015,"R12_2","WONG CHAK PIU PHILIP"
"R13","HIN KA","1","LAM CHUNG YAN","2,473*",FALSE,TRUE,2473,2015,"R13_1","LAM CHUNG YAN"
"R13","HIN KA","2","MOK WAI HUNG","1,713",FALSE,FALSE,1713,2015,"R13_2","MOK WAI HUNG"
"R14","LOWER SHING MUN","1","TONG HOK LEUNG","1,209*",FALSE,TRUE,1209,2015,"R14_1","TONG HOK LEUNG"
"R14","LOWER SHING MUN","2","LEE YUEN KAM","987",FALSE,FALSE,987,2015,"R14_2","LEE YUEN KAM"
"R14","LOWER SHING MUN","3","CHONG YIU KAN SHERMAN","1,175",FALSE,FALSE,1175,2015,"R14_3","CHONG YIU KAN SHERMAN"
"R15","WAN SHING","1","WONG LEUNG HI","962",FALSE,FALSE,962,2015,"R15_1","WONG LEUNG HI"
"R15","WAN SHING","2","CHEUNG TAK WING","927",FALSE,FALSE,927,2015,"R15_2","CHEUNG TAK WING"
"R15","WAN SHING","3","HO HAU CHEUNG","1,989*",FALSE,TRUE,1989,2015,"R15_3","HO HAU CHEUNG"
"R16","KENG HAU","1","NG KAM HUNG","2,826*",FALSE,TRUE,2826,2015,"R16_1","NG KAM HUNG"
"R16","KENG HAU","2","HO KWOK WAH GEORGE","2,144",FALSE,FALSE,2144,2015,"R16_2","HO KWOK WAH GEORGE"
"R17","TIN SUM","*","PUN KWOK SHAN","Uncontested",TRUE,TRUE,0,2015,"R17_*","PUN KWOK SHAN"
"R18","CHUI KA","1","WAI TAK LUN","1,029",FALSE,FALSE,1029,2015,"R18_1","WAI TAK LUN"
"R18","CHUI KA","2","LEE KAM MING","1,068",FALSE,FALSE,1068,2015,"R18_2","LEE KAM MING"
"R18","CHUI KA","3","LI SAI HUNG","2,433*",FALSE,TRUE,2433,2015,"R18_3","LI SAI HUNG"
"R19","TAI WAI","1","TUNG KIN LEI","3,649*",FALSE,TRUE,3649,2015,"R19_1","TUNG KIN LEI"
"R19","TAI WAI","2","LEUNG CHUN HIN","2,087",FALSE,FALSE,2087,2015,"R19_2","LEUNG CHUN HIN"
"R20","CHUNG TIN","1","WONG HOK LAI","1,631*",FALSE,TRUE,1631,2015,"R20_1","WONG HOK LAI"
"R20","CHUNG TIN","2","LO YUET CHAU","662",FALSE,FALSE,662,2015,"R20_2","LO YUET CHAU"
"R20","CHUNG TIN","3","TANG WING CHEONG","1,268",FALSE,FALSE,1268,2015,"R20_3","TANG WING CHEONG"
"R21","SUI WO","1","YAU CHI KIN","1,984",FALSE,FALSE,1984,2015,"R21_1","YAU CHI KIN"
"R21","SUI WO","2","PANG CHEUNG WAI THOMAS","2,160*",FALSE,TRUE,2160,2015,"R21_2","PANG CHEUNG WAI THOMAS"
"R21","SUI WO","3","LI SUI HA(LISA)","101",FALSE,FALSE,101,2015,"R21_3","LI SUI HA"
"R22","FO TAN","1","PONG SCARLETT OI LAN","1,905*",FALSE,TRUE,1905,2015,"R22_1","PONG SCARLETT OI LAN"
"R22","FO TAN","2","CHAN MAN FAI","1,250",FALSE,FALSE,1250,2015,"R22_2","CHAN MAN FAI"
"R23","CHUN MA","1","HO WAI LOK(RONALD)","1,169",FALSE,FALSE,1169,2015,"R23_1","HO WAI LOK"
"R23","CHUN MA","2","SIU HIN HONG","1,658*",FALSE,TRUE,1658,2015,"R23_2","SIU HIN HONG"
"R23","CHUN MA","3","CHENG WING CHUNG(PC)","148",FALSE,FALSE,148,2015,"R23_3","CHENG WING CHUNG"
"R24","CHUNG ON","1","QUAT ELIZABETH(EQ)","2,376",FALSE,FALSE,2376,2015,"R24_1","QUAT ELIZABETH"
"R24","CHUNG ON","2","YIP WING","2,506*",FALSE,TRUE,2506,2015,"R24_2","YIP WING"
"R25","KAM TO","1","YEUNG MAN YUI(GARY)","2,455",FALSE,FALSE,2455,2015,"R25_1","YEUNG MAN YUI"
"R25","KAM TO","2","CHAN KWOK KEUNG(JAMES)","2,592*",FALSE,TRUE,2592,2015,"R25_2","CHAN KWOK KEUNG"
"R26","MA ON SHAN TOWN CENTRE","1","LEE CHI WING ALVIN","2,391*",FALSE,TRUE,2391,2015,"R26_1","LEE CHI WING ALVIN"
"R26","MA ON SHAN TOWN CENTRE","2","MAN CHI WAI","1,106",FALSE,FALSE,1106,2015,"R26_2","MAN CHI WAI"
"R27","LEE ON","1","MAK YUN PUI(CHRIS MAK)","3,938*",FALSE,TRUE,3938,2015,"R27_1","MAK YUN PUI"
"R27","LEE ON","2","KONG CHEUK WAI","33",FALSE,FALSE,33,2015,"R27_2","KONG CHEUK WAI"
