"ConstituencyCode","Constituency","CandidateCode","Candidate","Votes","Uncontested","elected","VotesN","Year"
"R15","雲城","3","何厚祥","1,989*",FALSE,TRUE,1989,2015
"R16","徑口","1","吳錦雄","2,826*",FALSE,TRUE,2826,2015
"R16","徑口","2","何國華","2,144",FALSE,FALSE,2144,2015
"R17","田心","*","潘國山","自動當選",TRUE,TRUE,0,2015
"R18","翠嘉","1","韋德麟","1,029",FALSE,FALSE,1029,2015
"R18","翠嘉","2","李錦明","1,068",FALSE,FALSE,1068,2015
"R18","翠嘉","3","李世鴻","2,433*",FALSE,TRUE,2433,2015
"R19","大圍","1","董健莉(阿莉)","3,649*",FALSE,TRUE,3649,2015
"R19","大圍","2","梁鎮軒","2,087",FALSE,FALSE,2087,2015
"R20","松田","1","黃學禮","1,631*",FALSE,TRUE,1631,2015
"R20","松田","2","勞越洲","662",FALSE,FALSE,662,2015
"R20","松田","3","鄧永昌","1,268",FALSE,FALSE,1268,2015
"R21","穗禾","1","邱智堅(阿堅)","1,984",FALSE,FALSE,1984,2015
"R21","穗禾","2","彭長緯","2,160*",FALSE,TRUE,2160,2015
"R21","穗禾","3","李瑞霞","101",FALSE,FALSE,101,2015
"R22","火炭","1","龐愛蘭","1,905*",FALSE,TRUE,1905,2015
"R22","火炭","2","陳文煇","1,250",FALSE,FALSE,1250,2015
"R23","駿馬","1","何偉樂","1,169",FALSE,FALSE,1169,2015
"R23","駿馬","2","蕭顯航","1,658*",FALSE,TRUE,1658,2015
"R23","駿馬","3","鄭榮宗","148",FALSE,FALSE,148,2015
"R24","頌安","1","葛珮帆","2,376",FALSE,FALSE,2376,2015
"R24","頌安","2","葉榮","2,506*",FALSE,TRUE,2506,2015
"R25","錦濤","1","楊文<U+92ED>","2,455",FALSE,FALSE,2455,2015
"R25","錦濤","2","陳國強","2,592*",FALSE,TRUE,2592,2015
"R26","馬鞍山市中心","1","李子榮","2,391*",FALSE,TRUE,2391,2015
"R26","馬鞍山市中心","2","文志偉","1,106",FALSE,FALSE,1106,2015
"R27","利安","1","麥潤培(麥仔)","3,938*",FALSE,TRUE,3938,2015
"R27","利安","2","江卓偉","33",FALSE,FALSE,33,2015
"R27","利安","3","羅棣萱","1,767",FALSE,FALSE,1767,2015
"R28","富龍","1","曾素麗","3,027*",FALSE,TRUE,3027,2015
"R28","富龍","2","羅光強","2,730",FALSE,FALSE,2730,2015
"R29","烏溪沙","1","李永成","1,567*",FALSE,TRUE,1567,2015
"R29","烏溪沙","2","蕭震然","1,121",FALSE,FALSE,1121,2015
"R30","錦英","1","湯寶珍","1,442",FALSE,FALSE,1442,2015
"R30","錦英","2","李寶妹(霍太)","888",FALSE,FALSE,888,2015
"R30","錦英","3","丁仕元(丁仔)","1,612*",FALSE,TRUE,1612,2015
"R30","錦英","4","羅兆<U+51B2>","1,176",FALSE,FALSE,1176,2015
"R31","耀安","1","李世榮","3,021*",FALSE,TRUE,3021,2015
"R31","耀安","2","張碧霞","2,071",FALSE,FALSE,2071,2015
"R32","恒安","1","林德偉","2,706",FALSE,FALSE,2706,2015
"R32","恒安","2","鄭則文","3,740*",FALSE,TRUE,3740,2015
"R33","鞍泰","1","招文亮","3,657*",FALSE,TRUE,3657,2015
"R33","鞍泰","2","游月華","2,647",FALSE,FALSE,2647,2015
"R34","大水坑","1","容溟舟","2,964*",FALSE,TRUE,2964,2015
"R34","大水坑","2","張子賢","2,629",FALSE,FALSE,2629,2015
"R35","愉欣","*","姚嘉俊","自動當選",TRUE,TRUE,0,2015
"R36","碧湖","1","翁愛明","1,490",FALSE,FALSE,1490,2015
"R36","碧湖","2","黃冰芬","2,352*",FALSE,TRUE,2352,2015
"R36","碧湖","3","劉偉倫","1,151",FALSE,FALSE,1151,2015
"R37","廣康","1","蔡振超","1,028",FALSE,FALSE,1028,2015
"R37","廣康","2","王虎生","2,034*",FALSE,TRUE,2034,2015
"R37","廣康","3","吳惠靈","1,828",FALSE,FALSE,1828,2015
"R38","廣源","1","陳敏娟","2,525*",FALSE,TRUE,2525,2015
"R38","廣源","2","宋子明","1,553",FALSE,FALSE,1553,2015
"S01","葵興","1","梁志成","2,931*",FALSE,TRUE,2931,2015
"S01","葵興","2","梁志豪","1,139",FALSE,FALSE,1139,2015
"S02","葵盛東<U+90A8>","1","陳玉玲","75",FALSE,FALSE,75,2015
"S02","葵盛東<U+90A8>","2","巫辰冬","1,833",FALSE,FALSE,1833,2015
"S02","葵盛東<U+90A8>","3","梁廣昌","677",FALSE,FALSE,677,2015
"S02","葵盛東<U+90A8>","4","周偉雄","3,212*",FALSE,TRUE,3212,2015
"S03","上大窩口","1","劉展鵬","1,589",FALSE,FALSE,1589,2015
"S03","上大窩口","2","許祺祥","2,217*",FALSE,TRUE,2217,2015
"S04","下大窩口","1","黃炳權","3,098*",FALSE,TRUE,3098,2015
"S04","下大窩口","2","張偉文","1,369",FALSE,FALSE,1369,2015
"S05","葵涌<U+90A8>北","1","梁錦威","2,195*",FALSE,TRUE,2195,2015
"S05","葵涌<U+90A8>北","2","梁崗銘","1,617",FALSE,FALSE,1617,2015
"S06","葵涌<U+90A8>南","1","李宏<U+5CEF>","1,790",FALSE,FALSE,1790,2015
"S06","葵涌<U+90A8>南","2","黃潤達","2,320*",FALSE,TRUE,2320,2015
"S07","石蔭","1","李世隆","2,907*",FALSE,TRUE,2907,2015
"S07","石蔭","2","尹兆堅","2,853",FALSE,FALSE,2853,2015
"S08","安蔭","1","梁子穎","2,714*",FALSE,TRUE,2714,2015
"S08","安蔭","2","梁永權","1,831",FALSE,FALSE,1831,2015
"S09","石籬南","1","梁國華","2,974",FALSE,FALSE,2974,2015
"S09","石籬南","2","吳家超","3,141*",FALSE,TRUE,3141,2015
"S10","石籬北","1","林紹輝","2,981*",FALSE,TRUE,2981,2015
"S10","石籬北","2","張燁媚","1,459",FALSE,FALSE,1459,2015
"S11","大白田","1","郭芙蓉","2,884*",FALSE,TRUE,2884,2015
"S11","大白田","2","徐生雄","1,997",FALSE,FALSE,1997,2015
"S12","葵芳","1","梁耀忠","3,301*",FALSE,TRUE,3301,2015
"S12","葵芳","2","陳萬聯應","1,624",FALSE,FALSE,1624,2015
"S13","華麗","1","戴沛珊","263",FALSE,FALSE,263,2015
"S13","華麗","2","阮國基","707",FALSE,FALSE,707,2015
"S13","華麗","3","黃耀聰","2,130*",FALSE,TRUE,2130,2015
"S14","荔華","*","朱麗玲","自動當選",TRUE,TRUE,0,2015
"S15","祖堯","1","鮑銘康","2,986*",FALSE,TRUE,2986,2015
"S15","祖堯","2","盧慧蘭","580",FALSE,FALSE,580,2015
"S15","祖堯","3","陳德章","1,230",FALSE,FALSE,1230,2015
"S16","興芳","1","梁嘉銘","2,629",FALSE,FALSE,2629,2015
"S16","興芳","2","吳劍昇","2,701*",FALSE,TRUE,2701,2015
"S17","荔景","*","周奕希","自動當選",TRUE,TRUE,0,2015
"S18","葵盛西<U+90A8>","1","劉美璐","3,157*",FALSE,TRUE,3157,2015
"S18","葵盛西<U+90A8>","2","梁靜珊","2,146",FALSE,FALSE,2146,2015
"S19","安灝","1","譚惠珍","3,021*",FALSE,TRUE,3021,2015
"S19","安灝","2","劉肇恒","2,667",FALSE,FALSE,2667,2015
"S20","偉盈","*","麥美娟","自動當選",TRUE,TRUE,0,2015
"S21","青衣<U+90A8>","1","鄭曉玲","1,311",FALSE,FALSE,1311,2015
"S21","青衣<U+90A8>","2","趙哲妤","655",FALSE,FALSE,655,2015
"S21","青衣<U+90A8>","3","余立安","54",FALSE,FALSE,54,2015
"S21","青衣<U+90A8>","4","陳笑文","2,419*",FALSE,TRUE,2419,2015
"S22","翠怡","1","張慧晶","3,467*",FALSE,TRUE,3467,2015
"S22","翠怡","2","潘小屏","578",FALSE,FALSE,578,2015
"S23","長青","1","李志強","3,223*",FALSE,TRUE,3223,2015
"S23","長青","2","黃光武","1,273",FALSE,FALSE,1273,2015
"S24","長康","*","徐曉杰","自動當選",TRUE,TRUE,0,2015
"S25","盛康","1","傅滿芳","990",FALSE,FALSE,990,2015
"S25","盛康","2","梁偉文","2,345*",FALSE,TRUE,2345,2015
"S26","青衣南","1","葉荏碩","1,654",FALSE,FALSE,1654,2015
"S26","青衣南","2","潘志成","3,214*",FALSE,TRUE,3214,2015
"S27","長亨","1","雷可畏","165",FALSE,FALSE,165,2015
"S27","長亨","2","林立志","1,838",FALSE,FALSE,1838,2015
"S27","長亨","3","盧婉婷","2,814*",FALSE,TRUE,2814,2015
"S27","長亨","4","夏龍雲","168",FALSE,FALSE,168,2015
"S28","青發","1","黃健朗","233",FALSE,FALSE,233,2015
"S28","青發","2","劉子傑","2,283",FALSE,FALSE,2283,2015
"S28","青發","3","李漢森","282",FALSE,FALSE,282,2015
"S28","青發","4","林翠玲","2,648*",FALSE,TRUE,2648,2015
"S29","長安","1","羅競成","2,359*",FALSE,TRUE,2359,2015
"S29","長安","2","黃俊傑","1,467",FALSE,FALSE,1467,2015
"S29","長安","3","何志偉","554",FALSE,FALSE,554,2015
"T01","大嶼山","1","余漢坤","1,895*",FALSE,TRUE,1895,2015
"T01","大嶼山","2","劉敬彰","653",FALSE,FALSE,653,2015
"T01","大嶼山","3","袁玉華","727",FALSE,FALSE,727,2015
"T01","大嶼山","4","譚秀娥","486",FALSE,FALSE,486,2015
"T02","逸東<U+90A8>北","1","梁漢威","900",FALSE,FALSE,900,2015
"T02","逸東<U+90A8>北","2","鄧家彪","3,061*",FALSE,TRUE,3061,2015
"T03","逸東<U+90A8>南","1","老廣成","2,001",FALSE,FALSE,2001,2015
"T03","逸東<U+90A8>南","2","郭平","2,469*",FALSE,TRUE,2469,2015
"T04","東涌北","1","傅曉琳","1,929*",FALSE,TRUE,1929,2015
"T04","東涌北","2","余俊翔","1,897",FALSE,FALSE,1897,2015
"T05","東涌南","1","王進洋","1,917",FALSE,FALSE,1917,2015
"T05","東涌南","2","周浩鼎","2,161*",FALSE,TRUE,2161,2015
"T06","愉景灣","1","趙德威","860",FALSE,FALSE,860,2015
"T06","愉景灣","2","容詠嫦","1,176*",FALSE,TRUE,1176,2015
"T06","愉景灣","3","胡子良","113",FALSE,FALSE,113,2015
"T07","坪洲及喜靈洲","*","曾秀好","自動當選",TRUE,TRUE,0,2015
"T08","南丫及蒲台","*","余麗芬","自動當選",TRUE,TRUE,0,2015
"T09","長洲南","1","林潔聲","460",FALSE,FALSE,460,2015
"T09","長洲南","2","梁國豪","838",FALSE,FALSE,838,2015
"T09","長洲南","3","鄺官穩","1,487*",FALSE,TRUE,1487,2015
"T10","長洲北","1","李桂珍","1,681*",FALSE,TRUE,1681,2015
"T10","長洲北","2","鄺惠娟","480",FALSE,FALSE,480,2015
